model,threads,xprs_cuts,nperiod,month,size,inst,nodes,simplexiter,runtime,bestobj,bestbound,actobj,rows,cols,binaries,nonzeros,facets,depth_limit,freq,rootscuts,treecuts,cut_cnt,callback_time,rootbestobj,rootbestbound
GIB+Cuts,4,-1,168,December,medium,9,220080,7286536,3600.17,174289,174960,176622,4897,9151,1970,354688,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,December,large,1,128,24469,10.61,175534,175551,176547,6215,16296,2520,151700,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,December,large,4,0,21399,18.61,176789,176798,177771,6551,16464,2688,166316,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,December,large,0,3354,94687,38.93,175753,175769,177282,6215,16296,2520,151868,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,December,large,2,65984,2194503,817.56,174178,174194,175391,13775,17304,3528,188156,TRUE,100,5,50,1,4552,116.863,106044,175100
GIB+Cuts,4,-1,168,December,large,3,192403,5912400,1398.88,176575,176592,177965,6215,16296,2520,152204,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,December,large,9,0,10462,17.79,175875,175888,177015,7223,16800,3024,167660,TRUE,100,5,50,1,30,0.056628,175875,175925
GIB+Cuts,4,-1,168,December,large,5,7190,172152,66.28,176538,176555,177997,7223,16800,3024,169004,TRUE,100,5,50,1,40,12.9684,172949,176833
GIB+Cuts,4,-1,168,December,large,6,10325,266186,77.54,177312,177329,178032,7223,16800,3024,166148,TRUE,100,5,50,1,166,11.3514,165354,177352
GIB+Cuts,4,-1,168,December,large,8,8076,308551,106.84,176966,176984,178252,7223,16800,3024,168164,TRUE,100,5,50,1,157,16.2865,174572,177091
GIB+Cuts,4,-1,168,December,large,7,334171,12632904,3600.1,174915,175185,176620,6537,16195,2793,312920,TRUE,100,5,50,1,3798,699.546,13540.4,175959
GIB,4,-1,168,December,small,2,0,5417,1.69,175635.2174,175652.7456,176597.2193,5207,5712,2016,36284,,,,,,,,,
GIB,4,-1,168,December,small,6,0,8118,2.24,174523.8207,174541.1977,176254.4849,5207,5712,2016,34268,,,,,,,,,
GIB,4,-1,168,December,small,8,7,8143,3.53,175258.5607,175258.637,177178.9736,4871,5544,1848,34436,,,,,,,,,
GIB,4,-1,168,December,small,1,0,10860,3.56,173009.7102,173026.7252,176317.1619,5207,5712,2016,35948,,,,,,,,,
GIB,4,-1,168,December,small,9,3,13451,5.6,165577.5659,165582.7696,167006.087,5207,5712,2016,36284,,,,,,,,,
GIB,4,-1,168,December,small,5,0,9359,7.94,165537.2279,165550.3879,172473.5952,4871,5544,1848,35948,,,,,,,,,
GIB,4,-1,168,December,small,4,3,13952,8.94,174249.8368,174266.0409,176769.5576,5879,6048,2352,39644,,,,,,,,,
GIB,4,-1,168,December,small,3,3657,138168,31.41,168487.2731,168487.4435,172029.2147,5207,5712,2016,34772,,,,,,,,,
GIB,4,-1,168,December,small,7,548228,22862178,3600.04,161761.6428,162402.7149,165286.1732,5152,5318,1959,95397,,,,,,,,,
GIB,4,-1,168,December,small,0,318732,16578507,3600.11,168201.854,169660.5051,173775.3326,4877,5205,1846,204356,,,,,,,,,
GIB,4,-1,168,December,medium,2,149,22536,11.23,176403.3456,176419.5244,177022.7696,5879,9912,2352,78284,,,,,,,,,
GIB,4,-1,168,December,medium,4,535,33579,26.72,173865.0781,173865.2525,175882.8269,5879,9912,2352,83828,,,,,,,,,
GIB,4,-1,168,December,medium,8,28907,924280,310.89,176439.773,176457.3517,177523.8558,5879,9912,2352,83324,,,,,,,,,
GIB,4,-1,168,December,medium,1,51683,994959,445.17,174758.9783,174776.1956,176216.8273,6887,10416,2856,87188,,,,,,,,,
GIB,4,-1,168,December,medium,3,118560,3529198,2014.71,173827.6061,173844.9082,175619.322,5543,9744,2184,76940,,,,,,,,,
GIB,4,-1,168,December,medium,0,288017,4877458,2670.53,174721.9526,174739.4095,176424.388,5879,9912,2352,79460,,,,,,,,,
GIB,4,-1,168,December,medium,6,491526,5516991,3600.02,172316.1254,172385.1414,173232.6661,4910,9237,2014,316079,,,,,,,,,
GIB,4,-1,168,December,medium,5,326358,9726886,3600.07,174578.7279,174872.4555,175004.3849,4832,8998,1893,247849,,,,,,,,,
GIB,4,-1,168,December,medium,7,451414,11494599,3600.04,175360.7387,175422.5545,176640.7445,4685,8656,1833,172751,,,,,,,,,
GIB,4,-1,168,December,medium,9,195624,5787647,3600.18,174294.761,174902.9502,175760.8362,4914,9150,1969,359910,,,,,,,,,
GIB,4,-1,168,December,large,9,35,13334,11.59,175865.7094,175877.2044,176409.6817,7223,16800,3024,167660,,,,,,,,,
GIB,4,-1,168,December,large,1,532,29062,12.14,175525.0804,175540.84,175970.8093,6215,16296,2520,151700,,,,,,,,,
GIB,4,-1,168,December,large,4,42,12711,14.02,176788.2921,176804.2278,177167.4604,6551,16464,2688,166316,,,,,,,,,
GIB,4,-1,168,December,large,0,1434,46941,27.34,175754.6649,175766.6186,176643.0046,6215,16296,2520,151868,,,,,,,,,
GIB,4,-1,168,December,large,6,4478,124307,62.62,177308.1246,177325.6308,177430.1229,7223,16800,3024,166148,,,,,,,,,
GIB,4,-1,168,December,large,5,11999,316023,95.71,176538.3702,176555.8474,177383.0837,7223,16800,3024,169004,,,,,,,,,
GIB,4,-1,168,December,large,3,92401,2900923,851.64,176574.6218,176592.1746,177349.1593,6215,16296,2520,152204,,,,,,,,,
GIB,4,-1,168,December,large,8,483134,7935841,1961.73,176966.2605,176983.9587,177636.5915,7223,16800,3024,168164,,,,,,,,,
GIB,4,-1,168,December,large,7,261863,8548276,3600.16,174893.7532,175217.2302,176042.7275,6614,16293,2854,470455,,,,,,,,,
DCC,4,-1,168,December,small,8,0,6537,5.59,175258.5607,175273.3865,177178.9736,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,1,12,11598,12.12,173009.7,173023.6824,176315.8019,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,6,7,11045,12.98,174527.9621,174542.6509,176207.5646,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,2,306,26686,14.86,175636.9166,175653.1649,176540.4042,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,4,0,35124,18.74,174243.5842,174251.8668,176743.1968,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,9,29738,366199,194.09,165579.5644,165596.09,166813.1083,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,3,37831,622193,311.34,168487.1674,168504.0143,172030.8819,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,5,52332,418497,318.2,165538.8658,165555.2581,172472.1034,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,0,316306,3408218,1371.4,168262.8444,168279.6503,173780.3014,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,December,small,7,252947,12160141,3600.11,161657.2319,163110.697,165610.1986,6003,17253,4420,220141,,,,,,,,,
DCC,4,-1,168,December,medium,0,4994,9901,249.23,174721.9525,174730.9833,176424.388,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,December,medium,2,47751,600670,1103.18,176399.1318,176416.7724,177023.7953,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,December,medium,8,139052,3154805,3600.1,176431.3667,176614.035,177510.9521,12235,43155,10990,544684,,,,,,,,,
DCC,4,-1,168,December,medium,5,129455,3965702,3600.04,174577.7245,175037.2711,175048.7673,11884,42262,10631,569596,,,,,,,,,
DCC,4,-1,168,December,medium,1,105447,3072846,3600.11,174755.6729,175345.1813,176197.0679,12497,43150,10993,360764,,,,,,,,,
DCC,4,-1,168,December,medium,9,64055,3359172,3600.07,173541.8717,175147.5059,175279.8945,12344,43106,10984,717687,,,,,,,,,
DCC,4,-1,168,December,medium,6,64034,2638165,3600.19,172280.4128,172775.7568,173153.2362,12411,43229,10976,628455,,,,,,,,,
DCC,4,-1,168,December,large,1,3277,24035,713.37,175533.9734,175537.9726,175935.1168,23687,86016,21840,365732,,,,,,,,,
DCC,4,-1,168,December,large,5,46802,1197574,2502.18,176538.6827,176556.3213,177383.0981,23687,86016,21840,365732,,,,,,,,,
DCC,4,-1,168,December,large,8,48596,1491884,3508.76,176966.2904,176983.9249,177635.389,23687,86016,21840,365732,,,,,,,,,
DCC,4,-1,168,December,large,0,46392,1487771,3600.14,175728.7481,175968.3752,176587.6412,22543,83988,21224,545298,,,,,,,,,
DCC,4,-1,168,December,large,2,55136,2552043,3600.13,173650.1935,175087.5662,174517.5959,22812,85125,21539,515300,,,,,,,,,
DCC,4,-1,168,December,large,7,8816,1115692,3600.16,173279.6342,175491.9578,174417.5221,22955,85183,21551,1075583,,,,,,,,,
DCC,4,-1,168,December,large,3,24434,2349534,3600.19,174702.2746,176821.9256,175412.2514,22883,85201,21553,938340,,,,,,,,,
DCC,4,-1,168,December,large,4,66652,1297558,3600.48,176788.3851,176834.2075,177170.0381,22778,84925,21526,960412,,,,,,,,,
CC,4,-1,168,December,small,8,0,6764,3.29,175258.5608,175267.657,177178.9736,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,6,0,8049,4.02,174528.973,174538.9487,176112.5054,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,2,0,10628,7.21,175642.3402,175656.1508,176608.7651,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,1,7,18319,10.11,173009.7102,173022.4692,176317.1619,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,5,1206,44780,16.3,165538.8658,165552.1599,172472.1034,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,4,673,79384,17.19,174249.9971,174263.6355,176769.2618,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,9,5877,89866,30.14,165579.568,165596.1209,166813.0915,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,3,43746,603928,197.14,168487.1049,168503.8046,171957.599,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,0,1723198,9753104,3328.68,168262.8708,168279.6757,173780.5625,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,December,small,7,311978,24429674,3600.09,161543.4096,163752.2721,165472.3074,5607,8225,4869,101890,,,,,,,,,
CC,4,-1,168,December,medium,2,661,71078,34.83,176403.2667,176417.7731,177023.5219,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,December,medium,0,42763,357506,567.37,174721.9525,174739.4045,176424.388,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,December,medium,4,159300,756783,1677.64,173865.0901,173882.478,175884.2675,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,December,medium,7,204631,6950733,3600.06,175351.6974,175545.6874,176631.4697,9154,18471,11254,236775,,,,,,,,,
CC,4,-1,168,December,medium,6,217935,5121191,3600.07,172273.0035,172712.1559,173148.6969,9390,18472,11252,339934,,,,,,,,,
CC,4,-1,168,December,medium,8,232311,8429784,3600.14,176441.6301,176469.8198,177524.9295,5989,12321,7311,137249,,,,,,,,,
CC,4,-1,168,December,medium,3,65499,9496328,3600.16,151270.6655,174991.1354,153355.2959,9125,18477,11254,235223,,,,,,,,,
CC,4,-1,168,December,medium,5,276624,7713553,3600.15,174560.2631,174990.7859,175059.1049,9058,18474,11254,192751,,,,,,,,,
CC,4,-1,168,December,medium,1,155067,9664999,3600.19,173113.781,175637.3778,174382.6621,9251,18476,11253,169127,,,,,,,,,
CC,4,-1,168,December,medium,9,105238,5949286,3600.37,173556.2521,175326.5425,175264.1911,10167,18477,11254,306295,,,,,,,,,
CC,4,-1,168,December,large,4,49901,286196,846.17,176788.8456,176806.5193,177167.7285,15791,35616,21840,169172,,,,,,,,,
CC,4,-1,168,December,large,1,25357,930329,895.79,175533.9734,175545.4884,175935.117,15791,35616,21840,169172,,,,,,,,,
CC,4,-1,168,December,large,0,101772,1726479,2478.48,175753.9947,175771.5609,176646.0672,15791,35616,21840,169172,,,,,,,,,
CC,4,-1,168,December,large,9,117423,2898284,3370.2,175875.186,175892.7638,176398.5383,15791,35616,21840,169172,,,,,,,,,
CC,4,-1,168,December,large,8,262645,1567004,3600.16,176966.2904,177020.7862,177635.389,15294,35084,21664,298728,,,,,,,,,
CC,4,-1,168,December,large,6,266352,1655451,3600.15,177312.3738,177332.8467,177418.5932,15445,35204,21765,267472,,,,,,,,,
CC,4,-1,168,December,large,7,40874,5616694,3600.18,114593.9755,175802.3001,114881.5018,15440,35234,21795,382951,,,,,,,,,
CC,4,-1,168,December,large,5,53697,2977053,3600.31,176528.5093,176676.422,177312.0249,16651,35235,21795,419924,,,,,,,,,
CC,4,-1,168,December,large,3,54833,4695380,3600.28,129297.8733,176916.8041,129942.5189,15513,35183,21800,400864,,,,,,,,,
CC,4,-1,168,December,large,2,54538,3792967,3600.35,167718.5302,175001.1824,168667.8331,15489,35242,21802,503963,,,,,,,,,
MC,4,-1,168,December,small,8,238,19604,13.22,175258.6973,175273.9608,177178.9597,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,4,2477,79787,50.64,174249.9981,174259.7237,176769.2631,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,1,2692,136620,63.27,173009.5693,173024.0807,176306.8763,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,6,3206,97121,65.22,174529.0434,174545.8531,176208.0106,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,2,6888,179189,110.13,175642.9251,175660.3645,176619.8942,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,3,16778,721158,380.85,168487.0164,168502.6569,171956.1285,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,9,87251,1017337,618.23,165579.2762,165595.8067,166903.9719,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,5,114912,1372826,1014.86,165538.8664,165555.3979,172472.1044,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,December,small,0,312983,12815214,3600.02,168262.842,168524.3249,173780.4975,14196,13230,4498,129168,,,,,,,,,
MC,4,-1,168,December,small,7,122252,9734589,3600.07,161448.9514,163606.485,165532.0211,14357,13240,4512,104935,,,,,,,,,
MC,4,-1,168,December,medium,2,8524,423321,338.56,176398.3672,176415.8834,177053.1242,34775,33600,11424,175220,,,,,,,,,
MC,4,-1,168,December,medium,0,26082,718691,1337.07,174721.9555,174739.4263,176424.3896,34775,33600,11424,175220,,,,,,,,,
MC,4,-1,168,December,medium,3,42206,4569176,3600.12,157639.3455,175425.2301,157576.2979,33292,32359,10843,277234,,,,,,,,,
MC,4,-1,168,December,medium,8,122935,3839704,3600.09,176436.5848,176609.9716,177528.9024,23445,24279,7326,176303,,,,,,,,,
MC,4,-1,168,December,medium,5,70134,2798485,3600.3,174374.2067,175188.9708,174911.7774,31834,31204,10388,351947,,,,,,,,,
MC,4,-1,168,December,medium,7,54293,3199642,3600.29,174902.5181,175792.163,176342.581,31877,31233,10353,197851,,,,,,,,,
MC,4,-1,168,December,medium,4,39523,1894674,3600.19,173863.6768,174035.3793,175881.2448,29502,29216,9434,310620,,,,,,,,,
MC,4,-1,168,December,medium,1,28213,1956535,3600.28,174534.9916,175609.671,175909.408,31247,30803,10109,228988,,,,,,,,,
MC,4,-1,168,December,medium,9,38227,2538907,3600.4,172189.11,175681.75,173839.3446,32572,31916,10572,209725,,,,,,,,,
MC,4,-1,168,December,medium,6,14723,1301243,3600.91,171055.7065,173204.0354,172009.9279,31917,31203,10371,359374,,,,,,,,,
MC,4,-1,168,December,large,3,6358,1348826,3600.35,160454.8693,176975.4857,160827.6631,61438,61025,20213,392725,,,,,,,,,
MC,4,-1,168,December,large,7,2044,46170,3600.22,71739.98764,175826.6107,72074.01541,61652,61181,20183,400809,,,,,,,,,
MC,4,-1,168,December,large,8,57118,1353557,3600.25,176967.9148,176989.4785,177635.243,61070,60941,20087,350829,,,,,,,,,
MC,4,-1,168,December,large,6,38061,930797,3600.37,177313.0441,177339.5605,177418.5359,60073,60029,19521,382150,,,,,,,,,
MC,4,-1,168,December,large,4,32857,1040726,3600.23,176789.6214,176824.9434,177170.5973,60755,60754,19826,361446,,,,,,,,,
MC,4,-1,168,December,large,5,19613,1498390,3600.26,176208.2889,176707.8901,176828.854,61466,61150,20126,358175,,,,,,,,,
MC,4,-1,168,December,large,2,13909,1471417,3600.34,172866.7088,175275.5828,172276.7744,60746,60652,20034,400075,,,,,,,,,
MC,4,-1,168,December,large,1,19536,1727226,3600.35,175515.0655,175646.0554,175953.2387,60633,60405,19815,344751,,,,,,,,,
MC,4,-1,168,December,large,0,9063,950423,3600.51,175677.849,176180.2219,176543.1405,60767,60388,19954,436419,,,,,,,,,
MC,4,-1,168,December,large,9,3234,212093,3600.75,95820.08097,176182.0434,96565.30948,62029,61514,20332,583113,,,,,,,,,
DLog,4,-1,168,December,small,6,0,6101,6.42,174524.9254,174540.7623,176194.5404,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,December,small,8,0,14020,15.14,175258.5607,175274.7478,177178.9736,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,December,small,2,2489,52121,38.13,175642.9232,175659.2243,176619.8927,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,December,small,1,15502,324527,232.92,173009.6977,173026.7195,176315.7947,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,December,small,4,31291,463182,277.74,174249.9205,174267.3307,176769.1277,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,December,small,9,449800,7942873,3600.07,165579.5151,165620.1972,166812.4297,2415,11402,756,251280,,,,,,,,,
DLog,4,-1,168,December,small,0,301254,11045542,3600.17,166206.6216,171308.9455,171403.4635,3548,14781,1342,292687,,,,,,,,,
DLog,4,-1,168,December,small,7,171023,8762031,3600.05,161277.9211,163539.8514,165230.552,3730,14726,1287,386508,,,,,,,,,
DLog,4,-1,168,December,small,5,614550,6200571,3600.06,165527.4503,165597.3171,172331.7287,3036,14412,1052,233561,,,,,,,,,
DLog,4,-1,168,December,small,3,240550,7885178,3600.1,168422.3381,169942.4735,172078.9206,3510,14721,1282,312893,,,,,,,,,
DLog,4,-1,168,December,medium,2,83896,2972900,3600.04,175800.5356,176472.3358,176541.6973,3906,34101,1510,839432,,,,,,,,,
DLog,4,-1,168,December,medium,5,88573,4973223,3600.13,158711.8331,175156.1722,159314.3545,3947,34101,1510,820574,,,,,,,,,
DLog,4,-1,168,December,medium,8,140957,2802285,3600.21,175278.899,176660.2705,176446.6395,3864,34101,1510,652840,,,,,,,,,
DLog,4,-1,168,December,medium,4,119751,5630551,3600.2,86245.44314,174435.0337,87289.65856,3862,34101,1510,591731,,,,,,,,,
DLog,4,-1,168,December,medium,1,88080,5053361,3600.24,165633.989,175747.4598,166759.2097,3970,34101,1510,571209,,,,,,,,,
DLog,4,-1,168,December,medium,6,62580,3106407,3600.38,158867.7542,173178.5947,160290.226,3955,34101,1510,770261,,,,,,,,,
DLog,4,-1,168,December,medium,9,80780,3760344,3600.34,114520.1023,175607.9152,115028.7152,3846,34101,1510,964927,,,,,,,,,
DLog,4,-1,168,December,medium,3,97000,4404277,3600.38,115129.3228,175583.3778,116663.195,3766,34101,1510,1519529,,,,,,,,,
DLog,4,-1,168,December,medium,7,80111,4138204,3600.38,163333.3047,175785.7068,164698.0942,3868,34101,1510,836919,,,,,,,,,
DLog,4,-1,168,December,medium,0,82448,1321129,3600.43,174712.6116,174829.3554,176444.8373,3917,34101,1510,840085,,,,,,,,,
DLog,4,-1,168,December,large,5,43995,2232504,3600.16,155216.5377,176877.2218,155917.8203,4236,65517,1678,1577232,,,,,,,,,
DLog,4,-1,168,December,large,8,39898,926750,3600.16,176776.9626,177063.873,177464.8126,3800,64879,1419,1321981,,,,,,,,,
DLog,4,-1,168,December,large,3,34058,1717922,3600.26,159128.8427,177045.1654,159593.6443,4151,65517,1678,2666068,,,,,,,,,
DLog,4,-1,168,December,large,1,53217,1838005,3600.39,166610.143,175718.3595,168385.7995,4136,65517,1678,1387971,,,,,,,,,
DLog,4,-1,168,December,large,0,47208,2572465,3600.31,108149.0744,176363.2505,108592.472,4225,65517,1678,1348715,,,,,,,,,
DLog,4,-1,168,December,large,9,29682,1505663,3600.42,173429.9856,176247.0876,173940.2966,4227,65517,1678,1408271,,,,,,,,,
DLog,4,-1,168,December,large,4,40282,936177,3600.42,176305.9654,176838.5211,176717.524,4064,65462,1623,1395044,,,,,,,,,
DLog,4,-1,168,December,large,2,41557,2271272,3600.45,121347.767,175347.8586,122594.6106,4232,65517,1678,1519994,,,,,,,,,
DLog,4,-1,168,December,large,6,31116,728271,3600.47,177311.0857,177337.2964,177445.1223,4166,65501,1662,1426997,,,,,,,,,
DLog,4,-1,168,December,large,7,34478,2829069,3600.51,95003.31846,176040.8656,95295.26202,4336,65517,1678,1209982,,,,,,,,,
GIB+Cuts,4,-1,168,April,small,2,10,16184,5.23,38353.2,38356.3,39472.6,5207,5712,2016,36284,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,1,93,24885,6.8,38756.2,38756.8,39684,5207,5712,2016,35948,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,3,9,22358,9.31,37332.8,37335,39272.3,5207,5712,2016,34772,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,4,3631,135112,20.02,35878.8,35878.9,39305.8,5879,6048,2352,39644,TRUE,100,5,50,1,34,2.13499,35845.8,36201.1
GIB+Cuts,4,-1,168,April,small,0,4920,207131,37,36972.4,36974.9,39294.8,5207,5712,2016,36788,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,5,4,12334,5.45,35204.1,35207.4,37105.6,4871,5544,1848,35948,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,8,16,18302,5.55,37513,37516.7,39598.8,4871,5544,1848,34436,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,6,60,16450,5.82,37232,37232.6,38906.8,5207,5712,2016,34268,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,9,1612,62038,12.23,34032.3,34035.4,33796.6,5207,5712,2016,36284,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,small,7,52841,2867314,324.16,31377.6,31380.7,32270.7,5879,6048,2352,38636,TRUE,100,5,50,1,2503,30.512,31303.1,32844.8
GIB+Cuts,4,-1,168,April,medium,4,1345,53894,12.45,38598.9,38602.1,39463.9,5879,9912,2352,83828,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,3,4061,106285,32.73,38187.4,38191.2,39347.1,5543,9744,2184,76940,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,2,46695,910381,123.35,38431.9,38435.7,39548.2,5879,9912,2352,78284,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,1,443931,14832103,3600.05,37543.8,37860.3,38981.7,6203,9891,2668,206894,TRUE,100,5,50,1,14232,623.215,16431.5,38184.5
GIB+Cuts,4,-1,168,April,medium,0,524371,9982699,3600.06,36364.5,36566.3,38089.6,5198,9405,2182,241662,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,6,1467,63629,22.45,38352.2,38355.2,39248.8,5543,9744,2184,77108,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,7,2021,59273,26.33,38731.1,38734.2,39692.2,5879,9912,2352,82148,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,9,5166,183081,44.32,38516.7,38520.5,39736.9,5879,9912,2352,78116,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,8,57339,919055,157.99,39123.1,39127,40034.8,5879,9912,2352,83324,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,medium,5,306793,7084439,1556.05,38366.4,38370.2,39339.4,5879,9912,2352,82148,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,large,4,7184,110825,76.55,38565.9,38567.9,39878.5,6551,16464,2688,166316,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,large,2,11417,401291,135.85,38943,38946.1,39793.4,13775,17304,3528,188156,TRUE,100,5,50,1,351,18.673,-32215.5,39090.1
GIB+Cuts,4,-1,168,April,large,1,24497,548270,177.22,38916,38919.8,39627.4,6215,16296,2520,151700,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,large,0,47730,1223135,441.24,38538.6,38542.3,39715,6215,16296,2520,151868,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,large,3,319258,13789009,3600.02,38397,38522,39604.6,5427,15447,2169,345685,TRUE,100,5,50,1,0,0,0,0
GIB+Cuts,4,-1,168,April,large,9,28818,442157,181.07,38886.8,38890.6,39974.9,7223,16800,3024,167660,TRUE,100,5,50,1,10,58.8223,31294.2,39005.1
GIB+Cuts,4,-1,168,April,large,5,26439,710915,227.71,39101.6,39105.1,40128.2,7223,16800,3024,169004,TRUE,100,5,50,1,665,49.7248,38411.1,39241.6
GIB+Cuts,4,-1,168,April,large,8,296744,8783073,1615.47,39159.8,39163.6,40057.3,7223,16800,3024,168164,TRUE,100,5,50,1,1673,455.922,34601.4,39345.9
GIB+Cuts,4,-1,168,April,large,7,461712,10184336,3266.84,37914.9,37918.7,39113.7,7223,16800,3024,168668,TRUE,100,5,50,1,1266,726.938,37043.7,38627.5
GIB+Cuts,4,-1,168,April,large,6,579806,17360059,3600.03,39261,39274.1,40042.2,4362,11803,2387,223501,TRUE,100,5,50,1,7207,1055.09,23087.4,39404.2
GIB,4,-1,168,April,small,5,7,11407,4.93,35204.04665,35207.41274,36500.24978,4871,5544,1848,35948,,,,,,,,,
GIB,4,-1,168,April,small,6,157,20875,4.91,37231.97276,37232.01015,38215.87406,5207,5712,2016,34268,,,,,,,,,
GIB,4,-1,168,April,small,8,56,19180,5.95,37513.00389,37516.02124,38904.11257,4871,5544,1848,34436,,,,,,,,,
GIB,4,-1,168,April,small,2,35,24098,6.27,38355.6898,38358.34612,38780.39566,5207,5712,2016,36284,,,,,,,,,
GIB,4,-1,168,April,small,1,464,37135,10.46,38756.24776,38758.94975,38992.12538,5207,5712,2016,35948,,,,,,,,,
GIB,4,-1,168,April,small,3,10,19522,10.8,37332.98843,37335.07032,38651.26933,5207,5712,2016,34772,,,,,,,,,
GIB,4,-1,168,April,small,9,865,44815,12.09,34032.34762,34032.38194,33183.07323,5207,5712,2016,36284,,,,,,,,,
GIB,4,-1,168,April,small,4,5199,187723,27.43,35878.8429,35878.88154,38611.12386,5879,6048,2352,39644,,,,,,,,,
GIB,4,-1,168,April,small,0,2759,107963,27.86,36972.41194,36972.44965,38678.69019,5207,5712,2016,36788,,,,,,,,,
GIB,4,-1,168,April,small,7,3977,236152,32.95,31377.61599,31380.5861,31659.23004,5879,6048,2352,38636,,,,,,,,,
GIB,4,-1,168,April,medium,4,689,45785,12.53,38598.89359,38602.60137,38850.33701,5879,9912,2352,83828,,,,,,,,,
GIB,4,-1,168,April,medium,6,325,37728,17.6,38352.17304,38352.21177,38632.67792,5543,9744,2184,77108,,,,,,,,,
GIB,4,-1,168,April,medium,7,1295,49561,24.12,38731.1342,38731.17329,39074.61279,5879,9912,2352,82148,,,,,,,,,
GIB,4,-1,168,April,medium,3,6138,144777,62.48,38187.37441,38190.75004,38731.02263,5543,9744,2184,76940,,,,,,,,,
